,name,address,longtitude,latitude,telephone,email,website,problems_solving,audience,description
244,"Благотворительный Фонд ""Спасение""","190020, Санкт-Петербург, Нарвский пр., д. 22",30.273872,59.902312,8(812)326-05-13,bfspas@mail.ru,http://bfspas.org/,"['Социальная помощь', 'Реабилитация и адаптация', 'Заболевания опорно-двигательного аппарата', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Другие заболевания органов и систем (дыхания, пищеварения, слуха, зрения, мочеполовой системы, печени, кожи, инфекционные заболевания, ожоги, дефекты внешности)', 'Нефинансовая/гуманитарная помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Инвалид']","
Описание благотворительной организации
Фонд ""Спасение"" организован в январе 2001 г., чтобы оказывать помощь тем, кто отчаянно в ней нуждается. Прежде всего - это дети, получившие обширные ожоги 3-4 степени тяжести, и дети, имеющие тяжелые трудноизлечимые заболевания, инвалиды.
Что мы делаем, чем и каким образом помогаем:
- Оплачиваем и приобретаем медикаменты, особенно дорогостоящие, такие как: пентаглобин, тиенам, фортум, сурфоктанты, цитохром, альбумин и другие;
- Помогаем приобретать расходные материалы и медицинское оборудование;
- Оплачиваем реабилитационное лечение инвалидов, оказываем помощь в приобретении тренажеров для реабилитации (ходунки, параподиумы);
- Оказываем помощь в приобретении компрессионного белья, гелевых пластин, специальных неприлипающих к ранам повязок, биологического раневого покрытия, временно замещающего собственную кожу пациента, шовного материала, экспандеров для натяжения кожи, антипролежневых матрацов и т.д.;
- Оплачиваем проведение пластических операций, особенно если от ожога пострадало лицо.
С 2007 года фонд активно закупает импортные титановые конструкции для детей, имеющих травмы или заболевание позвоночника (это и костный туберкулез, и сколиоз и др.). Тогда же мы начали заниматься решением вопросов протезирования, в т.ч. за рубежом (и эндопротезирование, и протезирование). На сегодняшний момент мы оказываем помощь пострадавшим из разных регионов России. И круг нуждающихся в помощи постоянно расширяется.
Источник информации: http://bfspas.org/
"
245,"Оренбургский Благотворительный фонд ""Добро""","460021, Оренбургская область, Оренбург, ул. Луговая, д. 1Б",53.665822,52.075441,8(3532)67-95-56,nova.osf@mail.ru,http://www.dobro-fond.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Осуществление благотворительной деятельности, для решения проблем лечения и профилактики заболеваний, реализации программ и мероприятий, направленных на оказание материальной и иной помощи детям, имеющим тяжелые заболевания, инвалидам детства;
Улучшение положения детей, оставшихся без попечения родителей, путем создания условий для их социальной реабилитации и адаптации, образования, духовного, патриотического и физического воспитания;
Профилактика семейного неблагополучия, выявление и поддержка семей, оказавшихся в трудной жизненной ситуации;
Материальная помощь, социальная реабилитация и адаптация людей с ограниченными возможностями и их семей;
Поддержка и содействие реализации программ и мероприятий, направленных на духовный рост человека, на его физическое развитие и здоровый образ жизни;
Содействие развитию программ эстетического воспитания детей, доступных для незащищенных слоев населения;
Помощь детским медицинским учреждениям, центрам реабилитации;Помощь детским социальным центрам (детским домам, приютам, социальным центрам);
Реализация федеральных благотворительных программ;
Иная благотворительная деятельность.
Источник информации: http://www.dobro-fond.ru/
"
246,"Благотворительный фонд ""Свобода""","654007, Кемеровская область, Новокузнецк, просп. Н. С. Ермакова, д. 11",,,8(3843)45-25-38,svobodanvkz@mail.ru,http://fond-svoboda.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Сирота', 'Заключенный/бывший заключенный']","
Описание благотворительной организации
Помогает детям, которые стали сиротами и которых бросили родители. Работает с подростками группы риска. Дает возможность взрослым людям получить второй шанс.
Источник информации: http://fond-svoboda.ru/
"
247,"Самарская городская общественная организация помощи детям-инвалидам с аутизмом и их семьям ""Остров надежды""","443045, Самарская область, Самара, ул. Авроры, д. 201",50.190609,53.211061,8(846)262-03-01,autismvsamare@mail.ru,http://autismvsamare.ru/,"['Социальная помощь', 'Неврологические и психоневрологические заболевания', 'Психологическая помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Инвалид']","
Описание благотворительной организации
Миссией организации является деятельное объединение усилий родителей и специалистов медицинского и психолого-педагогического профилей для осуществления успешной коррекции развития детей-инвалидов с расстройствами аутистичсекого спектра.
Основные цели и задачи:
- содействие созданию в Самарской области комплексной системы помощи детям и взрослым с аутизмом по месту их жительства;
- обеспечение успешной социализации детей с аутизмом в современном обществе;
- создание благоприятного общественного мнения к детям с аутизмом;
- организация психологической поддержки родителей и членов семей, имеющих детей с аутизмом.
Источник информации: autismvsamare.ru
"
248,"Томский областной некоммерческий благотворительный фонд ""Благовестъ""","634021, Томская область, Томск, ул. Лебедева, д. 65",84.984336,56.478665,8(3822)57-37-21,blago@sibmail.com,http://blago.tomsk.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Сирота', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Миссия Фонда: оказание материальной помощи детям, оставшимся без попечения родителей; создание деятельности, направленной на социальную адаптацию детей; пропаганда милосердия, благотворительности и меценатства среди населения; привлечение внимания общественности к проблеме сиротства, пропаганда различных форм усыновления, помощь малообеспеченным семьям, профилактика сиротства.
Фонд ""Благовестъ"" помогает: детям из домов ребёнка, ""больничным"" детям, детям из детских домов, детям из социально-ребилитационных центров, интернатов и других учреждений (не детских домов), а также детям, матери которых находятся в трудной жизненной ситуации (ситуация риска).
Источник информации: http://blago.tomsk.ru/about/
"
249,"Автономная некоммерческая организация ""Милосердие""","625013, Тюменская область, Тюмень, ул. Рижская, д. 65",66.536264,56.481752,8(3452)41-87-00,miloserdie72@mail.ru,http://www.blagotvorim.ru/,"['Нефинансовая/гуманитарная помощь', 'Социальная помощь', 'Помощь в тяжелой жизненной ситуации']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Пожилой (старше 60 лет)', 'Инвалид', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Благотворительный Фонд ""Милосердие"" - автономная некоммерческая организация, поставившая перед собой цель – помогать жителям Тюмени и области, попавшим в беду, не сумевшим справиться с окружающей действительностью и теми проблемами, которые она так часто преподносит.
Основная задача деятельности нашей организации – помочь социально незащищенным слоям населения: пенсионерам, инвалидам, ветеранам, многодетным семьям. Главный принцип нашей работы – чужой беды не бывает. Это значит, что любой человек, столкнувшийся с проблемами и трудностями, может рассчитывать на нашу поддержку.
Источник информации: www.blagotvorim.ru
"
250,"Некоммерческая организация ""Благотворительный фонд им. св. вмц. Анастасии Узорешительницы""","344002, Ростовская область, Ростов-на-Дону, Газетный пер., д. 47",40.737233,47.092678,8(863)240-66-95,blagfond@gloria-jeans.ru,http://blfond.ru/,"['Неврологические и психоневрологические заболевания', 'Гематологические заболевания', 'Социальная помощь', 'Реабилитация и адаптация', 'Онкологические заболевания', 'Заболевания опорно-двигательного аппарата', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Нефинансовая/гуманитарная помощь']","['Ребенок (0-11 лет)', 'Пожилой (старше 60 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья', 'Бездомный', 'Заключенный/бывший заключенный']","
Описание благотворительной организации
Некоммерческая организация ""Благотворительный фонд им. св. вмц. Анастасии Узорешительницы"" создана Корпорацией “Глория Джинс” в 2003 г. и существует на благотворительные средства и благотворительные товарные поставки от ЗАО ""Корпорация ""Глория Джинс"" и частных лиц.
Деятельность Фонда направлена на благотворительные и социальные цели, на поддержку людей, попавших в тяжелую жизненную ситуацию. Фонд помогает детям-инвалидам, сиротам, вдовам, одиноким старикам-инвалидам, инвалидам, смертельно больным людям, детским домам и интернатам, тюрьмам, лицам без определенного места  и бывшим осужденным.
Социальные программы фонда.
На сегодняшний день уставом фонда заложено выполнение следующих благотворительных программ:
- Оказание помощи физическим лицам лекарственными препаратами.
- Оплата медицинских услуг, в том числе операций смертельно больным людям.
- Предоставление горячего питания и одежды лицам без определенного места жительства, освободившимся из мест лишений свободы и одиноким неимущим старикам.
- Оказание квалифицированной юридической помощи в вопросах гражданского, жилищного, семейного права, а также в области нарушения прав и законных интересов граждан РФ.
- Переписка с осужденными и оказание материальной помощи в виде посылок с предметами первой необходимости, одеждой, продуктами питания, лекарственными препаратами и духовной литературой.
- Социальньно-трудовая реабилитация лиц с девиантным поведением.
- Проведение просветительской работы в тюрьмах, колониях, домах-интернатах для престарелых и инвалидов.
Одной из форм работы фонда стало ежегодное проведение крупных благотворительных акций, направленных на обеспечение российских детей-сирот одеждой от Gloria Jeans.
Архив Фонда насчитывает сотни благодарственных писем от воспитанников детских домов, приютов, школ-интернатов, колоний для несовершеннолетних, домов-интернатов для детей-инвалидов, которым была оказана помощь продуктами питания и комплектами модной качественной одежды от Gloria Jeans.
Источник информации: http://blfond.ru/deyatelnost-fonda/
"
251,"Общественная организация инвалидов-спинальников ""Ковчег""","690068, Приморский край, Владивосток, ул. Кирова, д. 34",131.910395,43.173829,8(423)231-73-24,kovchegv@mail.ru,http://kovcheg-vl.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']",['Инвалид'],"
Описание благотворительной организации
На сегодняшний день, проблема инвалидов – одна из самых серьёзных социальных болезней российского общества. Спинальники – наиболее незащищённая и нуждающаяся категория инвалидов, смертность среди этой группы самая высокая. Причина этого кроется в отсутствии элементарных условий для жизни и реабилитации этих людей. Понимая сложившуюся ситуацию, в 2000 году, группа инвалидов города Владивостока, проведя учредительную конференцию, объединилась в Общественную организацию инвалидов-спинальников ""Ковчег"".
Миссия организации:
Помогать инвалидам-колясочникам преодолевать свой страшный недуг, улучшая качество жизни инвалидов, предоставляя им безвозмездную помощь, информационную поддержку и правовую защиту.
Цель организации:
Строительство реабилитационного центра, в экологически благоприятной зоне. На территории центра разместятся дома для проживания, тренировок и отдыха инвалидов, бани, бассейны, различные вспомогательные помещения.
Источник информации: http://kovcheg-vl.ru/
"
252,Нижегородский областной общественный благотворительный фонд помощи детям-сиротам,"607650, Нижегородская область, Кстово, ул. Школьная, д. 11",44.101558,56.209491,8(83145)2-08-00,fondkstovo@mail.ru,http://fondkstovo.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Деятельность Фонда направлена на раннюю профилактику социального сиротства и развитие различных семейных форм жизнеустройства детей-сирот, оказание реальной помощи приемным семьям и семьям, воспитывающим детей с ограниченными возможностями здоровья (ОВЗ).
Источник информации: http://fondkstovo.ru/
"
253,"Благотворительный фонд Дмитрия Нагиева ""Анна""",111538 г. Москва. ул. Косинская д.4 корп. 2 кв 7,37.854656,55.714201,+7(968)943-89-86,79289641122@rambler.ru,http://fondanna.org/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Заболевания опорно-двигательного аппарата', 'Лечение заболеваний', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Сирота', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
поддержка и организация лечебно-профилактических учреждений, детских домов и приютов. Oказание помощи и содействия в получении базового профессионального образования лицами с ограниченными физическими и умственными способностями.
НАШИ ЦЕЛИ: 
Школа для детей с ограниченными возможностями, с уклоном актерского мастерства и вокала.
Спортивная школа для детей с ограниченными возможностями.
Спортивная школа для детей из многодетных и малообеспеченных семей.
Реабилитационный центр для детей с ДЦП и детей страдающих аутизмом ( на территории центра иметь конюшню, обученных собак и кошек для прохождения Иппотерапии ( терапия с лошадьми), Канис – терапия ( терапия с собаками), Анимал терапия и Фелинотерапия ( лечение кошками), бассейн)
Психологическая поддержка семей с детьми ДЦП и страдающих аутизмом.
Психологическая поддержка семей, которые хотят и уже усыновили детей из детских домов и домов малютки.
Вместе мы сможем многое!!!
"
254,"Карельское региональное отделение Общероссийского общественного благотворительного фонда ""Российский детский фонд""","185035, Республика Карелия, Петрозаводск, просп. Ленина, д. 24А",34.358071,61.788735,8(8142)78-00-56,detfond@sampo.ru,http://www.detfond.org,"['Неврологические и психоневрологические заболевания', 'Социальная помощь', 'Реабилитация и адаптация', 'Заболевания опорно-двигательного аппарата', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Наследственные/генетические заболевания', 'Сахарный диабет', 'Другие заболевания органов и систем (дыхания, пищеварения, слуха, зрения, мочеполовой системы, печени, кожи, инфекционные заболевания, ожоги, дефекты внешности)', 'Нефинансовая/гуманитарная помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Инвалид', 'Сирота']","
Описание благотворительной организации
Основные программы Карельского республиканского отделения:
1. Программа ""Срочная социальная помощь"". Направлена на материальную поддержку семей имеющих детей, оказавшихся в сложной жизненной ситуации, и является самой востребованной и актуальной.
2. Программа ""Теплый дом"". Программа направлена на оказание помощи воспитанникам детских домов коррекционных школ-интернатов, реабилитационных центров.
3. Программа ""Помощь детям-инвалидам"".
4. Программа ""Детский туберкулез"". Карельское отделение Фонда включился в российскую программу ""Детский туберкулез"" и основным направлением выбрал адресную помощь детям, имеющим это заболевание.
5. Программа ""За решеткой – детские глаза"". Отделение Фонда шествует над Петрозаводской специальной школой № 8 для подростков с девиантным поведением.
6. Программа ""1 июня – Международный день защиты детей"".    
7. Программа ""Новогодний подарок"".
8. Программа ""Мы хотим Вам помочь"". Программа по поддержке выпускников детских домов, их адаптации в общество реализуется третий год. Главная цель программы – помощь в решении личностных проблем, подготовка к самостоятельной жизни, получение достойного образования, трудоустройство и получение жилья.
9. Программа ""Незащищенные мамы"". Участниками этой программы являются бывшие выпускницы детских домов, ставшие мамами. Их проблемы: неустроенность в судьбе (не состоят в законном браке). Отцы детей не помогают (и чаще мешают) обеспечить всем необходим для сохранения жизни и здоровья. Большинство детей страдают частыми простудными заболеваниями, что приводит жизнь одиноких мам-сирот в безвыходное положение (не с кем оставить для продолжения учебы или возможности устроиться на работу; работающим сложно сохранить место из-за постоянных больничных по уходу за детьми). Такое состояние не позволяет зарабатывать на жизнь. Не хватает денег на лекарства детям, не говоря о возможности полноценного питания и поддержки здоровья самих молодых женщин, тоже нуждающихся в обследованиях различных врачей-специалистов, в консультациях специалистов (психолога, юриста, специалиста социальной работы).
10. ""Культурные программы"". Эта деятельность осуществляется в двух направлениях: мероприятия для семьи; ""Театр – семье"".
""Театр семье"" реализуется на протяжении четырех лет, в сотрудничестве с театрами г. Петрозаводска: Музыкальным, Национальным, театром Кукол, театром Драмы заключены договора о предоставлении малообеспеченным семьям, детям-сиротам бесплатных билетов.
Источник информации: http://www.detfond.org
"
255,"Благотворительный фонд помощи детям, больным раком ""Седьмой лепесток""","156001, Костромская область, Кострома, 2-й Селищенский проезд, д. 28",40.881969,57.760856,8(4342)466-468,dima-moda@bk.ru,http://7lepestok44.ru/,"['Онкологические заболевания', 'Лечение заболеваний']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)']","
Описание благотворительной организации
Оказание всесторонней помощи детям с онкологическими заболеваниями и их семьям, проживающим в Костромской области.
"
256,"Божедомье, Региональная общественная организация по социальной помощи нуждающимся","143520, Московская область, пос. Пионерский, ул. Школьная, дом № 41/6",36.795425,55.892062,8(495)955-79-25,info@helpcomplex.ru,http://helpcomplex.ru,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Паллиативная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Пожилой (старше 60 лет)']","
Описание благотворительной организации
Региональная общественная организация по социальной помощи нуждающимся ""Божедомье"" является основателем Комплекса помощи ""Солнечная поляна"".
Комплекс помощи ""Солнечная поляна"" развивается как благотворительная инициатива, цель которой – помочь детям с неизлечимыми заболеваниями и их родителям, детям с болезнью ДЦП, детям-сиротам Елизаветинского детского дома, а также престарелым людям, которые в связи с отсутствием ближайших родственников не могут позаботиться о себе.
Комплекс ""Солнечная поляна"" включает в себя:
˗ Елизаветинский детский хоспис;
˗ Детский сад для детей с ДЦП;
˗ Богадельню;
˗ Елизаветинский детский дом;
˗ Храм во имя святых мучениц Веры, Надежды, Любови и матери их Софии;
˗ Административный корпус, в котором будет располагаться выездная служба Елизаветинского детского хосписа и центр волонтеров;
˗ Хозяйство для содержания животных, для занятий с детьми анималотерапией.
Елизаветинский детский хоспис:
Елизаветинский детский хоспис – это бесплатное медико-социальное учреждение, где обеспечивают уход, оказывают медицинскую, социальную, психологическую, духовную и юридическую помощь неизлечимым больным, а также их семьям, как в период болезни, так и после утраты близкого человека.
Детский сад для детей с ДЦП:
Основная цель проекта – безвозмездное оказание помощи детям с диагнозом ДЦП. С детьми специалисты группы проводят занятия, способствующие их развитию и привитию практических навыков. В течение дня ребенок будет решать большое количество задач, которые строго регламентированы и имеют свою структуру (по схеме от простого к сложному).
Основные задачи группы это:
˗ Обучение детей практическим навыкам самостоятельной жизни в быту, семье и обществе, что связано с необходимостью адаптировать ребенка к простым необходимым вещам: держать ложку, самостоятельно одеваться, ходить в туалет, научиться общаться со сверстниками, выражать свои мысли и потребности;
˗ Оказание квалифицированной помощи в коррекции речи, психофизических недостатков. Коррекция двигательных и психических нарушений у ребенка проводится с помощью выполнения специальных комплексов упражнений. Для развития познавательных и художественно-эстетических навыков проводятся занятия по лепке, рисованию, коллажетерапии. Активно применяются формы игротерапевтической, досуговой деятельности ребенка;
˗ Оказание индивидуальной духовной и психологической помощи и поддержки родителям детей-инвалидов.
Богадельня:
В Богадельню планируется бескорыстно принимать особо нуждающихся пожилых людей, у которых в связи с отсутствием ближайших родственников нет возможности позаботиться о себе. 
Елизаветинский детский дом:
В Елизаветинском детском доме, находящемся на территории Марфо-Мариинской обители, воспитывается до двадцати девочек от полутора до восемнадцати лет. Старшие воспитанницы учатся в Свято-Елизаветинской гимназии, которая находится при Марфо-Мариинской обители. Младшие дети обучаются в детском доме, к ним приходят педагоги. Девочки получают образование, духовно-нравственное воспитание, медико-психологическую помощь.
Храм во имя святых мучениц Веры, Надежды, Любови и матери их Софии:
Особенностью Храма является не только его расположение в непосредственной близости от зданий, где проживают больные дети, но и то, что Храм снабжен рядом конструктивных особенностей, которые сделают его удобным и уютным для посещения детьми-инвалидами. Вход в здание оборудован пандусом, ширина прохода в помещение ориентирована для инвалидных колясок, а также на путях движения инвалидов нет порогов. 
Внутри самого Храма также создана обстановка с учетом потребностей людей с ограниченными возможностями: подсвечники и иконы размещены на уровне, доступном для прихожан на инвалидных креслах. В церкви предусмотрены сидячие места для инвалидов и других маломобильных групп населения, оборудованные поручнями, облегчающими вставание.
При Елизаветинском детском хосписе будет организована Детская паллиативная выездная служба, которая оказывает бесплатную медицинскую, социальную, психологическую помощь семьям с неизлечимо больными детьми на дому. Помощь оказывается ребенку с угрожающими или ограничивающими жизнь состояниями, а также оказывается помощь семье ребенка. 
В Административном корпусе будет располагаться центр волонтеров. Волонтеры - это люди, которые бескорыстно делают добро. Свое свободное время они готовы подарить другим людям, готовы помочь личным участием, нуждами, транспортом, деньгами, связями, профессиональными навыками в различных сферах жизни нашего Комплекса. Мы будем рады каждому волонтеру! 
Хозяйство для содержания животных, для занятий с детьми анималотерапией:
Анималотерапия (от латинского animal ˗ животное) ˗ вид терапии, использующий животных и их образы для оказания психотерапевтической помощи. Это цивилизованный научный метод лечения и профилактики серьезных заболеваний. В анималотерапии используются символы животных: образы, рисунки, сказочные герои, игрушки, а также настоящие животные, общение с которыми безопасно. Положительное действие животных на больного человека подтверждено экспериментами. Люди, у которых есть домашние любимцы, живут дольше и болеют меньше ˗ это научный факт. При этом их нервная система находится в куда лучшем состоянии, чем у тех людей, у кого нет питомцев.
Бесплатно заниматься с животными будут не только дети, которые проходят реабилитацию в Хосписе или ходят в наш сад, но и дети, которые просто нуждаются в занятиях с животными.
"
257,"Православная служба помощи ""Милосердие""","119049, Москва, Ленинский просп., д. 8, стр. 12",37.719028,55.551624,8 (495) 542-00-00,komissia@miloserdie.ru,http://www.miloserdie.ru/friends/about/,"['Нужен донор', 'Неврологические и психоневрологические заболевания', 'Гематологические заболевания', 'Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Онкологические заболевания', 'Сердечно-сосудистые заболевания', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Наследственные/генетические заболевания', 'Редкие (орфанные) заболевания', 'СПИД/ВИЧ/Гепатит', 'Паллиативная помощь', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья', 'Бездомный']","
Описание благотворительной организации
Крупнейшее в России объединение церковных проектов, которое включает в себя 24 социальных проекта и три благотворительные программы. Ежегодно служба ""Милосердие"" оказывает помощь десяткам тысяч человек с различными проблемами. Среди подопечных службы: сироты, дети и взрослые инвалиды, тяжелобольные дети и взрослые, старики, бездомные, люди в трудной жизненной ситуации.
Проекты православной службы помощи ""Милосердие"": 
Свято-Спиридоньевская богадельня;
Свято-Димитриевский детский дом;
Свято-Софийский детский дом для детей-инвалидов;
Елизаветинский детский дом;
Патронажная служба помощи на дому;
Служба паллиативной помощи ВИЧ-инфицированным;
Ангар спасения;
Служба помощи бездомным;
Помощь детям-инвалидам в государственных домах-интернатах;
Помощь в психоневрологическом интернате;
Патронажный уход в больницах;
Димитриевская общеобразовательная школа;
Справочная телефонная служба ""Милосердие"";
Сайт ""Милосердие.ru"";
Группа работы со случаем (с просителями);
Служба помощи больным БАС;
Детская выездная паллиативная служба;
Респис для тяжелобольных детей;
Кризисный центр ""Дом для мамы"";
Центр семейного устройства;
Группа дневного пребывания для детей-инвалидов;
Служба добровольцев ""Милосердие"";
Летний лагерь для семей с детьми-инвалидами.
"
