,name,affiliation,Страна,Дата рождения,Дата пострига,Дата хиротонии,Дата смерти,День ангела,Епархия,Место работы,Образование,Биография,Награды,"Научные труды, публикации",E-mail,Web-сайт,link,image_link
474,"Софроний, епископ Кинельский и Безенчукский (Баландин Сергей Николаевич)",Епископат РПЦ,Россия,12 июня 1973 г.,26 марта 1994 г.,17 июня 2012 г.,,,"Кинельская епархия 
 (Правящий архиерей)",,2000 г. — Самарская духовная семинария. 2011 г. — Кишиневская духовная академия (заочно).,"Родился 12 июня 1973 г. в г. Жигулевске Самарской обл. Крещен в младенчестве. Обучался в средней школе г. Жигулевска. В 1992 г. окончил Жигулевский радиотехнический техникум. С августа 1991 г. алтарничал в храме св. прав. Иоанна Кронштадтского г. Жигулевска. В 1992 г.  архиепископом Самарским и Сызранским Евсевием  рукоположен в сан диакона, в 1993 г.  архиепископом Самарским и Сызранским Сергием  — в сан иерея и назначен настоятелем Покровского храма с. Волчанки Самарской обл. 26 марта 1994 г. пострижен в малую схиму с наречением имени Софроний в честь свт. Софрония, патриарха Иерусалимского. Осенью того же года переведен в женский Иверский монастырь г. Самары, где в течение 8 лет исполнял обязанности духовника. В 1999 г. являлся инициатором и участником обретения мощей св. прав. Александра Чагринского с последующей его канонизацией в лике местночтимых святых  Самарской епархии . В 1996-2000 гг. обучался в Самарской духовной семинарии. В 2002 г. назначен настоятелем кладбищенского прихода Всех святых г. Тольятти. В 2002-2011 гг. также являлся настоятелем Благовещенского прихода пос. Федоровка г. Тольятти. В 2005-2009 гг. восстанавливал Покровский храм в с. Кяхта Шигонского р-на. В 2007-2009 гг. также являлся настоятелем Троицкого храма г. Тольятти. С 2008 г. — благочинный монастырей Самарской епархии. В 2003-2009 гг. заочно обучался в Кишиневской духовной академии. За написание дипломной работы «Жизнь и деятельность святителя Филарета (Дроздова), митрополита Московского и Коломенского» присвоена степень лиценциата. В 2009-2011 гг. продолжал обучение в магистратуре Кишиневской академии. За развитие темы вышеупомянутой дипломной работы присвоена степень магистра богословия. Магистерская работа переведена на румынский язык и издана отдельной книгой. Решением Священного Синода от 27 июля 2011 г. ( журнал № 95 ) назначен наместником Воскресенского мужского монастыря г. Самары. Решением Священного Синода от 7 июня 2012 г. ( журнал № 52 ) избран епископом Кинельским и Безенчукским. В июне 2012 г. возведен в сан архимандрита. Наречен  15 июня 2012 г. в Тронном зале кафедрального соборного Храма Христа Спасителя в Москве.  Хиротонисан  17 июня за Божественной литургией в храме св. блгв. кн. Игоря Черниговского в подмосковном Переделкине. Богослужения возглавил Святейший Патриарх Московский и всея Руси Кирилл.",,Слово  архимандрита Софрония (Баландина) при наречении во епископа Кинельского и Безенчукского.,,,http://www.patriarchia.ru/db/text/2322743.html,http://p2.patriarchia.ru/2013/09/08/1236628453/1302_sk.jpeg
475,"Софроний, митрополит Черкасский и Каневский (Дмитрук Дмитрий Саввич)",Епископат РПЦ,Украина,15 февраля 1940 г.,12 апреля 1971 г.,9 августа 1992 г.,,12 апреля,"Черкасская епархия 
 (Правящий архиерей)",,Московская духовная семинария. Московская духовная академия (кандидат богословия).,"Родился 15 февраля 1940 г. в с. Мнишин Гощанского р-на Ровенской обл. Украины. После окончания средней школы в 1957 г. работал на стройке, с 1960 г. служил в рядах Советской Армии. В 1962 г. поступил в Московскую духовную семинарию, в 1966 г. — в Московскую духовную академию, которую окончил со степенью кандидата богословия. 24 ноября 1968 г. рукоположен во диакона. В 1970-1972 гг. оставлен при МДА профессорским стипендиатом, исполнял послушания преподавателя МДС, сотрудника Церковно-археологического кабинета и старшего экскурсовода. 12 апреля 1971 г. пострижен в монашество. 7 января 1973 г. рукоположен во иеромонаха, в 1977 г. возведен в сан игумена. В 1974-1979 г. преподавал в Московских духовных школах. С октября 1979 г. — настоятель храма Рождества Пресвятой Богородицы в с. Старый Коврой Чернобаевского р-на Черкасской обл., с 1980 г. служил в храме Рождества Пресвятой Богородицы в г. Черкассы, с 1987 г. — настоятель Преображенской церкви в г. Городище Черкасской обл., с 1989 г. — храма в г. Борисполе Киевской обл., благочинный Бориспольского округа. В 1992 г. возведен в сан архимандрита. 9 августа 1992 г. в Пантелеимоновском храме Киева хиротонисан во епископа Черкасского и Каневского. 23 ноября 2000 г. возведен в сан архиепископа. С 1 октября по 30 декабря 2001 г. временно управлял  Полтавской епархией . Решением Синода УПЦ от 8 мая 2008 г. Черкасская епархия была разделена на две самостоятельных: Черкасскую и Уманскую. Архиепископ Софроний  оставлен  управляющием Черкасской епархией с прежним титулом «Черкасский и Каневский». 24 сентября 2008 г.  возведен  в сан митрополита. Решением Синода УПЦ от 9 июля 2009 г. ( журнал № 32 )  назначен  на пост ответственного перед Священным Синодом УПЦ за осуществление работ по строительству Воскресенского кафедрального собора г. Киева. Решением Синода УПЦ от 20 декабря 2012 г. ( журнал № 105 )  освобожден  от поручения осуществлять контроль за ходом и финансированием строительства Воскресенского кафедрального собора и Духовно-просветительского центра Украинской Православной Церкви в Киеве.",Церковные: 2000 г. — орден св. равноап. кн. Владимира II ст.; 2010 г. —  орден  прп. Сергия Радонежского II ст.; 2018 г. —  орден  прп. Иова Почаевского II ст. (УПЦ); орден прп. Нестора Летописца (УПЦ). Светские: государственный орден «За заслуги» III ст. (Украина); государственный орден «Казацкая слава» II ст. (Украина); почетный гражданин г. Черкассы.,,,http://cherkasy-orthodox.com.ua,http://www.patriarchia.ru/db/text/70941.html,http://p2.patriarchia.ru/2012/01/19/1234638799/2.jpg
476,"Стефан, архиепископ Гомельский и Жлобинский (Нещерет Анатолий Владимирович)",Епископат РПЦ,Белоруссия,3 января 1966 г.,4 января 1987 г.,30 января 2005 г.,,9 января,"Гомельская епархия 
 (Правящий архиерей)",,1988 г. — Московская духовная семинария. 2002 г. — Киевская духовная академия.,"Родился 3 января 1966 г. в с. Вертиевка Нежинского р-на Черниговской обл. в крестьянской семье. После окончания в 1982 г. средней школы жил в Чернигове, где проходил послушание иподиакона у архиепископа Черниговского и Нежинского Антония. По завершении службы в рядах Вооруженных сил в 1985-1988 гг. учился в  Московской духовной семинарии . 4 января 1987 г. в Свято-Троицком соборе  Троице-Сергиевой лавры  инспектором МДС архимандритом Венедиктом (Князевым) пострижен в монашество с именем Стефан в честь первомученика архидиакона Стефана. 14 января 1987 г. в Покровском академическом храме ректором Московских духовных школ архиепископом Дмитровским Александром рукоположен во иеродиакона, 3 июня — во иеромонаха в церкви в честь Смоленской иконы Божией Матери в Троице-Сергиевой лавре. С 1987 г. по октябрь 1988 г. служил в Никольском храме д. Работин Коропского р-на Черниговской обл., затем по май 1990 г. нес различные послушания в  Киево-Печерской лавре , с мая по сентябрь 1990 г. был настоятелем Никольской церкви в д. Сварычевка Игнянского р-на Черниговской обл. 1 ноября 1990 г. переведен в  Гомельскую епархию  и назначен настоятелем Покровского храма в с. Корма Добрушского р-на Гомельской обл. Здесь в 1991 г. были обретены мощи святого праведного Иоанна (Гашкевича), чудотворца Кормянского, причисленного к лику местночтимых святых 30 апреля 1998 г. Обретение мощей совпало с приездом в Гомель  Святейшего Патриарха Алексия II  в дни первого визита Его Святейшества в Беларусь. 13 января 1994 г. возведен в сан игумена, 14 октября 1997 г. — в сан архимандрита. 22 декабря 1998 г. назначен благочинным Добрушско-Кормянского церковного округа. Став местом паломничества, Покровский приход в Корме в 2000 г. был преобразован в Иоанно-Кормянский женский монастырь, а архимандрит Стефан назначен его строителем. В период своего пастырского служения создал Службу с акафистом святому праведному Иоанну Кормянскому и акафист преподобному Лаврентию Черниговскому. В 2002 г. окончил  Киевскую духовную академию . Постановлением Священного Синода от 24 декабря 2004 г. определен епископом Туровским и Мозырским. 29 января 2005 г. в Петропавловском соборе г. Гомеля наречен, а 30 января — хиротонисан во епископа Туровского и Мозырского. Хиротонию совершили:  митрополит Минский и Слуцкий Филарет , архиепископы  Уральский Антоний ,  Витебский Димитрий ,  Пинский Стефан ,  Гомельский Аристарх , епископы Бобруйский Петр,  Гродненский Артемий ,  Новогрудский Гурий ,  Полоцкий Феодосий , епископы  Черниговский Амвросий ,  Васильковский Пантелеимон ,  Могилевский Софроний ,  Брестский Иоанн . Решением Синода БПЦ от 12 января 2012 г. ( журнал № 150 )  назначен  председателем Комиссии по канонизации святых Белорусской Православной Церкви. Решением Священного Синода от 7 июня 2012 г. ( журнал № 53 ) назначен Преосвященным Гомельским и Жлобинским. Решением Синода БПЦ от 3 сентября 2012 г. ( журнал № 163 )  утвержден  в должности настоятеля (священноархимандрита) Никольского мужского монастыря в г. Гомеле и в должности настоятеля прихода кафедрального собора свв. апп. Петра и Павла в г. Гомеле. Решением Синода БПЦ от 26 июня 2014 г. ( журнал № 29 ) назначен председателем Синодальной комиссии Белорусского экзархата по канонизации святых. Решением Синода БПЦ от 2 сентября 2015 г. ( журнал № 42 ) освобожден от обязанностей председателя Синодальной комиссии Белорусского экзархата по канонизации святых. Решением Священного Синода от 22 октября 2015 г. ( журнал № 72 ) исключен из состава  Синодальной комиссии по канонизации святых . 1 февраля 2018 г. за Литургией в Храме Христа Спасителя в Москве Святейшим Патриархом Московским и всея Руси Кириллом  возведен  в сан архиепископа.",,,eparhia.gomel@mail.ru,http://eparhiya.by,http://www.patriarchia.ru/db/text/76206.html,http://p2.patriarchia.ru/2018/02/01/1234643836/12.jpg
477,"Стефан, архиепископ Пинский и Лунинецкий (Корзун Игорь Петрович)",Епископат РПЦ,Белоруссия,25 марта 1944 г.,9 января 1978 г.,4 марта 1990 г.,,9 января,"Пинская епархия 
 (Правящий архиерей)",,1975 г. — Московская духовная семинария. 1979 г. — Московская духовная академия (кандидат богословия).,"Родился 25 марта 1944 г. в дер. Корзуны Червенского р-на Минской обл. Белоруссии в крестьянской семье. В 1962 г. окончил сельскохозяйственный техникум. В 1963-1966 гг. служил в рядах Советской армии, затем работал агрономом. В 1972 г. поступил в Московскую духовную семинарию, в 1975 г. — в  Московскую духовную академию , которую окончил в 1979 г. со степенью кандидата богословия. 9 января 1978 г. в Успенском Жировицком мон-ре пострижен в монашество, 18 февраля рукоположен во иеродиакона, 6 ноября — во иеромонаха. 9 января 1981 г. возведен в сан архимандрита. С 1979 г. исполнял послушание благочинного, с 1987 г. — наместника Жировицкого мон-ря. 6 июля 1989 г. назначен ректором  Минских духовных школ . 4 марта 1990 г. в Успенском соборе Жировицкого мон-ря хиротонисан во епископа Пинского и Лунинецкого. 25 февраля 2000 г. возведен в сан архиепископа.",Церковные: 2014 г. —  орден  прп. Серафима Саровского II ст.; орден прп. Сергия Радонежского III ст.; орден прп. Сергия Радонежского II ст.; орден св. блгв. кн. Даниила Московского II ст. Светские: 2014 г. — Почетный гражданин Брестской области (Белоруссия).,,pinskeparh@yandex.ru,http://pinskeparh.by,http://www.patriarchia.ru/db/text/76210.html,http://p2.patriarchia.ru/2013/09/08/1234643808/1904_sp.jpeg
478,"Стефан, архимандрит (Диспиракис)",Деятели Поместных Церквей,Россия,,,1979 г.,,9 января,,"Храм Воскресения Словущего на Арбате в Москве (подворье Иерусалимской Православной Церкви) 
 (Настоятель)",,"Представитель Патриарха Иерусалимского при Патриархе Московском и всея Руси Родился на о. Крит (Греция). В 1971 г. уехал в Иерусалим, где закончил школу. В 1978 г. рукоположен в сан диакона, в 1979 г. — в сан иерея. В 1981 г. возведен в сан архимандрита. В 1979-1981 гг. служил в храме Гроба Господня в Иерусалиме. В 1982 г. назначен игуменом монастыря святого Георгия Победоносца в Лиде. В 1983-1987 гг. обучался на факультете богословия в Афинском университете, служил на Иерусалимском подворье в Афинах. В 1987 г. вернулся в Иерусалим, назначен хранителем библиотечного фонда Иерусалимской Патриархии. В 1989-2000 гг. возглавлял экономический отдел Иерусалимской Патриархии. В 1999-2003 гг. занимал должность главного секретаря Патриарха Иерусалимского. С августа 2003 г. — настоятель  храма Воскресения Словущего на Арбате г. Москвы  — подворья  Иерусалимской Православной Церкви .",,,,www.podvorie.orthodoxy.ru,http://www.patriarchia.ru/db/text/4719875.html,http://p2.patriarchia.ru/2016/12/25/1239287761/1stefan.jpg
479,"Стефан, епископ Канашский и Янтиковский (Гордеев Сергей Иванович)",Епископат РПЦ,Россия,5 июля 1966 г.,5 апреля 1996 г.,25 декабря 2011 г.,,9 мая,"Канашская епархия 
 (Правящий архиерей)",,Московская духовная семинария. 1995 г. — Московская духовная академия (кандидат богословия).,"Родился 5 июля 1966 г. в г. Чебоксары Чувашской Республики. После окончания средней школы учился в техническом училище, которое окончил в 1984 г. В 1984-1987 гг. служил в рядах Вооруженных сил. В 1987-1995 гг. обучался в  Московской духовной семинарии и академии , которую окончил со званием кандидата богословия за работу по кафедре гомилетики на тему «Триодь Постная как предмет проповеди». Был оставлен при академии в качестве помощника инспектора академии. 5 апреля 1996 г. ректором МДА  епископом Верейским Евгением  пострижен в монашество, 10 апреля рукоположен во иеродиакона, 19 мая — во иеромонаха. В сентябре 1996 г. назначен проректором Чебоксарского духовного училища. К празднику Святой Пасхи 1997 г. награжден золотым наперсным крестом. В 2000 г. возведен в сан игумена. В 2004 г. награжден палицей, в 2009 г. — крестом с украшениями. Решением Священного Синода от 5 октября 2011 г. ( журнал № 115 ) избран епископом Алатырским, викарием  Чебоксарской епархии . 14 октября 2011 г.  возведен  в сан архимандрита. Наречен  во епископа 22 декабря 2011 г.  Хиротонисан  25 декабря за Божественной литургией в храме вмч. Никиты в Старой Басманной слободе в Москве. Богослужения возглавил Святейший Патриарх Московский и всея Руси Кирилл. Решением Священного Синода от 4 октября 2012 г. ( журнал № 91 ) назначен Преосвященным Канашским и Янтиковским.",Церковные: 2016 г. ―  орден  прп. Серафима Саровского III ст.,Слово  архимандрита Стефана (Гордеева) при наречении во епископа Алатырского. Триодь Постная как предмет проповеди (кандидатская диссертация).,,,http://www.patriarchia.ru/db/text/1651193.html,http://p2.patriarchia.ru/2011/12/25/1234121515/1_VSN0507.jpg
480,"Стефан, епископ Тихорецкий и Кореновский (Кавтарашвили Андрей Лабазович)",Епископат РПЦ,Россия,16 мая 1971 г.,22 апреля 1994 г.,25 февраля 2014 г.,,9 января,"Тихорецкая епархия 
 (Правящий архиерей)",,Ставропольская духовная семинария. 2004 г. — Киевская духовная академия.,"Родился 16 мая 1971 г. в пос. Уразовский Валуйского р-на Белгородской обл. Крещен в младенчестве. Окончил среднюю школу. В 1989-1991 гг. служил рядах Советской армии. В 1991 г. поступил в Ставропольскую духовную семинарию. 22 апреля 1994 г. в домовом храме Ставропольской семинарии в честь святителя Игнатия Брянчанинова  епископом Верейским Евгением  пострижен в монашество. 26 апреля 1994 г. в Андреевском кафедральном соборе г. Ставрополя викарием  Ставропольской епархии   архиепископом Бакинским Валентином (Мищуком)  рукоположен в сан диакона. 5 мая 1994 г. назначен штатным диаконом кафедрального собора в честь святого апостола Андрея Первозванного г. Ставрополя. В июне 1996 г. назначен старшим помощником инспектора Ставропольской духовной семинарии и преподавателем богослужебного устава. В 1997 г. возведен в сан архидиакона. С 12 ноября 2001 г. перешел в клир  Екатеринодарской епархии . С 28 ноября по 11 декабря 2001 г. служил в Никольском храме г. Ейска. 15 декабря 2001 г. назначен штатным диаконом кафедрального собора святой великомученицы Екатерины г. Краснодара. 25 декабря 2001 г. в Екатерининском соборе г. Краснодара  митрополитом Екатеринодарским и Кубанским Исидором  рукоположен в сан священника. Назначен настоятелем Михайловского храма ст. Октябрьской Крыловского р-на Краснодарского края. 18 июня 2004 г. окончил Киевскую духовную академию. В 2004-2007 гг. занимался строительством нового Михайловского храма в ст. Октябрьской. 27 марта 2007 г. митрополитом Екатеринодарским Исидором возведен в сан игумена. С 2007 г. — настоятель строящегося Успенского храма ст. Павловской Краснодарского края. Строительство храма завершено в 2011 г. С 2008 г. — благочинный Тихорецкого церковного округа Екатеринодарской епархии. Решением Священного Синода от 25-26 декабря 2013 г. ( журнал № 135 ) избран епископом Тихорецким и Кореновским. 31 декабря 2013 г. в Екатерининском соборе г. Краснодара митрополитом Екатеринодарским Исидором  возведен  в сан архимандрита. Наречен  во епископа 24 января 2014 г. в храме Всех святых, в земле Российской просиявших, Патриаршей резиденции в  Даниловом монастыре  в Москве.  Хиротонисан  25 февраля за Божественной литургией в  Богоявленском кафедральном соборе  г. Москвы. Богослужения возглавил Святейший Патриарх Московский и всея Руси Кирилл.",Церковные: медаль прп. Сергия Радонежского.,Слово  архимандрита Стефана (Кавтарашвили) при наречении во епископа Тихорецкого и Кореновского.,info@tiheparh.ru,http://tiheparh.ru,http://www.patriarchia.ru/db/text/3486961.html,http://p2.patriarchia.ru/2014/12/06/1235432995/2.jpg
481,"Тарасий, епископ Балашовский и Ртищевский (Владимиров Сергей Николаевич)",Епископат РПЦ,Россия,18 июля 1974 г.,26 августа 2001 г.,17 декабря 2011 г.,,,"Балашовская епархия 
 (Правящий архиерей)",,2002 г. — Саратовская духовная семинария. 2007 г. — Санкт-Петербургская духовная академия.,"Родился 18 июля 1974 г. в с. Телешовка Рассказовского р-на Тамбовской обл. в семье крестьянина. В 1989 г. окончил Телешовскую восьмилетнюю школу, в 1993 г. — совхоз-техникум «Кирсановский» по специальности «ветеринария». В годы обучения в техникуме посещал Космодемьяновский храм, где исполнял послушания алтарника и чтеца. По окончании техникума работал ветфельдшером в колхозе «Заря» Рассказовского р-на Тамбовской обл. В 1993 г. призван в ряды Вооруженных сил. В 1995-1996 гг. обучался в духовно-пастырском училище при Казанском мужском монастыре в Тамбове. В 1996 г. работал в храме Рождества Христова с. Рождественское и в храме прп. Сергия Радонежского в с. Стрельцы Тамбовской обл. В 1998-2002 гг. обучался в Саратовской духовной семинарии. 26 августа 2001 г. по благословению архиепископа Саратовского и Вольского Александра игуменом Мануилом (Илюшиным) пострижен в монашество с именем Тарасий в честь св. Тарасия, архиепископа Константинопольского. 12 сентября 2001 г. архиепископом Саратовским Александром рукоположен во иеродиакона, 7 февраля 2002 г. — во иеромонаха. В феврале 2002 г. назначен смотрителем архиерейского крестового храма во имя иконы Божией Матери «Утоли моя печали» г. Саратова. 14 мая 2002 г. удостоен права ношения набедренника. С 15 июля 2002 г. исполнял обязанности эконома  Саратовской епархии . В августе 2003 г. назначен штатным священником архиерейского крестового храма во имя иконы Божией Матери «Утоли моя печали» г. Саратова, 30 августа утвержден в должности эконома Саратовской епархии. 29 марта 2004 г. удостоен права ношения наперсного креста. В июне 2004 г. назначен настоятелем Свято-Никольского храма, что на Елшанском кладбище, г. Саратова. В 2004-2007 гг. обучался в  Санкт-Петербургской духовной академии . В октябре 2004 г. назначен настоятелем храма Сретения Господня в п. Елшанка г. Саратова с сохранением обязанностей настоятеля Свято-Никольского храма. В июле 2007 г. назначен настоятелем храма Рождества Христова г. Саратова с сохранением обязанностей настоятеля храма Сретения Господня. 19 апреля 2009 г. возведен в сан игумена. 26 апреля 2011 г. удостоен права ношения палицы. Решением Священного Синода от 5-6 октября 2011 г. ( журнал № 136 ) избран епископом Балашовским и Ртищевским. 14 октября 2011 г.  возведен  в сан архимандрита. 25 ноября 2011 г. в рабочей Патриаршей резиденции в Чистом переулке Святейший Патриарх Кирилл  возглавил  чин наречения архимандрита Тарасия во епископа Балашовского. 17 декабря 2011 г. за Божественной литургией в Храме Христа Спасителя Святейший Патриарх Кирилл  возглавил  хиротонию архимандрита Тарасия во епископа Балашовского и Ртищевского.",,Слово архимандрита Тарасия (Владимирова) при наречении во епископа Балашовского и Ртищевского .,,,http://www.patriarchia.ru/db/text/1649402.html,http://p2.patriarchia.ru/2011/12/17/1234118696/2.jpg
482,"Тарасий, епископ Великоустюжский и Тотемский (Перов Илья Александрович)",Епископат РПЦ,Россия,7 января 1976 г.,28 октября 2004 г.,2 мая 2017 г.,,,"Великоустюжская епархия 
 (Правящий архиерей)",,1999 г. ― Мурманский государственный педагогический институт (заочно). 2003 г. ― Северо-Западная академия государственной службы (заочно). 2009 г. ― Православный Свято-Тихоновский гуманитарный университет (заочно). 2016 г. ― Санкт-Петербургская духовная академия (заочно).,"Родился 7 января 1976 г. в г. Мурманске в семье служащих. Крещен в 2002 г. В 1993 г. окончил среднюю школу № 34 г. Мурманска. В 1999 г. закончил Мурманский государственный педагогический институт по специальности «История» (заочно). В 2003 г. закончил Северо-Западную академию государственной службы (заочно). С 1 сентября 2004 г. нес послушания алтарника Никольского кафедрального собора г. Мурманска. 28 октября 2004 г.  архиепископом Мурманским и Мончегорским Симоном  пострижен в монашество с именем Тарасий в честь свт. Тарасия, архиепископа Константинопольского. 12 ноября 2004 г. архиепископом Мурманским Симоном рукоположен в сан иеродиакона, 28 декабря 2004 г. ― в сан иеромонаха. С 15 ноября 2004 г. ― штатный диакон, с 8 января 2005 г. по 1 марта 2016 г. ― штатный священник Никольского кафедрального собора г. Мурманска. В 2006-2013 гг. параллельно являлся настоятелем прихода храма свв. апп. Петра и Павла пос. Туманный Кольского р-на Мурманской обл. 5 июня 2009 г. назначен вторым священником церкви свт. Луки Крымского при Мурманском государственном техническом университете. В 2005-2009 гг. обучался в  Православном Свято-Тихоновском гуманитарном университете  (заочно). В 2006-2009 г. ― руководитель молодежного, в 2014-2015 гг. ― социального отделов  Мурманской епархии . В августе 2015 г. назначен руководителем Свято-Феодоритовских катехизаторских курсов. С 1 марта 2016 г. ― клирик Феодоритовского архиерейского подворья г. Мурманска. В 2016 г. закончил бакалавриат  Санкт-Петербургской духовной академии  (заочно). Решением Священного Синода от 9 марта 2017 г. ( журнал № 9 )  избран  Преосвященным Великоустюжским и Тотемским. 17 марта 2017 г. митрополитом Мурманским Симоном за Литургией в храме Спаса-на-водах г. Мурманска  возведен  в сан архимандрита. Наречен  во епископа 8 апреля 2017 г. в Тронном зале Храма Христа Спасителя в Москве.  Хиротонисан  2 мая за Божественной литургией в храме Воскресения Словущего  Покровского ставропигиального монастыря  г. Москвы. Богослужения возглавил Святейший Патриарх Московский и всея Руси Кирилл.",,Слово  архимандрита Тарасия (Перова) при наречении во епископа Великоустюжского и Тотемского.,,http://ustyugeparhia.ru,http://www.patriarchia.ru/db/text/4831740.html,http://p2.patriarchia.ru/2017/07/16/1239399214/4.jpg
483,"Тихон, архиепископ Майкопский и Адыгейский (Лобковский Владимир Иванович)",Епископат РПЦ,Россия,1 декабря 1968 г.,19 декабря 1989 г.,3 апреля 2005 г.,,7 апреля,"Майкопская и Адыгейская епархия 
 (Правящий архиерей)",,1997-2001 гг. — Киевская духовная семинария 2001-2004 гг. — Киевская духовная академия,"Родился в станице Брюховецкой Краснодарского края в благочестивой христианской семье. Крещен в младенческом возрасте, в Свято-Покровском  храме  станицы Брюховецкой. С 1976 по 1986 годы обучался в средней школе. В 1985 году поступил в Ейское медицинское училище, из которого впоследствии был отчислен за посещение храма, и вернулся в общеобразовательную школу, которую окончил в 1986 году. С 1986 года нес клиросное послушание в храме в имя Казанской иконы Божией Матери в городе Сыктывкаре, куда прибыл после окончания средней школы. С 1987 по 1989 проходил срочную службу в рядах Советской Армии. После прохождения воинской службы переехал в город Краснодар. 28 августа  1989 года  архиепископом Краснодарским и Новороссийским (ныне митрополитом Екатеринодарским и Кубанским)  Исидором  рукоположен в сан диакона и назначен штатным диаконом Свято-Екатерининского  кафедрального собора  Краснодара. 19 декабря 1989 года архиепископом Исидором  пострижен в монашество с именем Тихон в честь святителя Тихона, Патриарха Всероссийского. 4 июня 1990 года рукоположен в сан иеромонаха и назначен штатным священником Свято-Екатерининского кафедрального собора  Краснодара. С 1990  по 1997 годы служил на различных приходах  епархии . По просьбе  епископа Сыктывкарского и Воркутинского Питирима  (Волочкова) в 1997 году перешел в клир  Сыктывкарской епархии , для дальнейшего назначения наместником Троице-Стефано-Ульяновского мужского  монастыря села Ульянова Республики Коми. С 1997 по 1998 годы нес послушания наместника Троице-Стефано-Ульяновского мужского монастыря, а также проректора Сыктывкарского духовного училища. В 1997 поступил на заочный сектор обучения Киевской духовной семинарии, которую окончил в 2001 году. С 2001 по 2004 годы обучался в Киевской духовной академии. В 1998 году принят в клир Краснодарской (Екатеринодарской) епархии и назначен настоятелем Свято-Казанского храма хутора Бараниковского. С 1999 года — штатный священник Свято-Екатерининского кафедрального собора Краснодара. В 2001 году назначен по совместительству настоятелем строящегося в Краснодаре храма преподобного  Илии Муромца. В 2003 году назначен по совместительству настоятелем Свято-Успенского храма при епархиальном управлении. В январе 2004 года назначен ключарем Свято-Екатерининского кафедрального собора Краснодара.  В 1997 году Святейшим Патриархом Московским и всея Руси Алексием II награжден наперсным крестом. В 2001 году Святейший Патриархом удостоен сана игумена. 30 декабря 2004 года возведен в сан архимандрита. 3 апреля 2005 года, в Неделю 3-ю Великого поста, за Божественной литургией в Кафедральном соборном храме Христа Спасителя Святейший Патриарх Алексий совершил хиротонию архимандрита Тихона во епископа Ейского, викария  Екатеринодарской епархии . Решением Священного Синода от 27 мая 2009 г.  назначен  правящим архиереем Майкопской и Адыгейской епархии ( журнал № 53 ). 20 ноября 2016 г. за Божественной литургией в Храме Христа Спасителя в Москве Святейшим Патриархом Кириллом  возведен  в сан архиепископа.",Светские: 2016 г. —  юбилейная медаль  «Республика Адыгея — 25 лет».,,,http://adygeya-orthodoxia.ru,http://www.patriarchia.ru/db/text/152392.html,http://p2.patriarchia.ru/2017/01/20/1234456986/2.jpg
